,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
557019,557020,B000H0ZJHW,A1HHNY1GVD3UIS,boomstick,0,0,5,1970-01-01 00:00:01.351209600,my dogs love the peanut butter!,"First off, read the ingredients, no crazy words I can't pronounce, which means it's all natural! I got the peanut butter treats for my two children: husky/shepherd and a lab/shepherd mix, and they can't get enough of them. Plus, on Amazon, this is such a great value for 16oz. Beats petsmart for sure! I'll be looking for more Zuke's products now that I've discovered them. Thanks Zuke's!"
401481,401482,B000LNC3YM,A1AFTFG64H6UYH,Maureen J. Grenier,0,0,5,1970-01-01 00:00:01.351209600,Hoping it's all it promises to be!,"The tea leaves arrived in perfect condition with clear instructions for use.  I've made and drank two batches of the tea ( each makes four 8-oz cups) and I assume all the health-giving properties are doing their thing!  The tea itself is bland and pretty tasteless.  I drink it icy cold and it's like drinking water - no better, no worse.  People can add sweetener and drink it hot or warm also, but I just drink it in place of one of my usual water beverages because that is what I prefer.  It's a health drink and I can't imagine anyone disliking it, and that's the main thing.  You don't have to hold your nose and choke it down.  It's fine."
126740,126741,B003IHO8LE,A1ZR68U4ZVLQCQ,Kenneth R. Hunt,0,0,4,1970-01-01 00:00:01.351209600,Subtle yet effective,"Though I, like many, aren't happy with the price, it does work. I've been drinking the bliss and sonic versions of nuero for the past week and it has done quite a bit to boost my creativity, help my overall mood, and cut through the clutter to find manageable tasks that can be conquered. It very well may be the placebo effect but then again the effects are going to be subtle unlike energy drinks which kick you in the face and leave you jittery and wired. Its vitamins, nutrients, amino acids and such, it's not going to wash over you like warm wave of happiness, but it will subtly and pleasantly leave you feeling good (and with the sonic; productive).  And no I have no affiliation with nuero and heard about this from a friend who bought it locally."
301124,301125,B003Z6ZGZK,A2GW6JUVTALDPV,DL,0,0,1,1970-01-01 00:00:01.351209600,I did not receive my order,"I placed my order through Amazon and after about 10 days inquired about my order because it had not shipped.  I received an email back from Starbucks that my order had been canceled. No explanation at all, just that it had been canceled. I checked back on Amazon and see that this item is still available but they had raised the price.<br /><br />So instead of honoring the price they just blew me off like the sale never happened.  Shame on Amazon for allowing a seller to do this.<br /><br />Bottom line, Amazon has gone down a few points in my eyes.  Greedy Starbucks can keep their coffee."
429990,429991,B001XWRMAU,A1KWVBDHBG50VZ,Harv,0,0,5,1970-01-01 00:00:01.351209600,Outstanding product!.....,"Great flavor.....lotsa &#34;heat&#34;....I use Cayenne almost everyday, and this organic product is so much better than the store bought brands..."
542899,542900,B0001HAEJY,A289SYWE4BHCF,akilah,0,0,5,1970-01-01 00:00:01.351209600,Great!,"Very good product, great for your blood! You will love it and AIMS are wonderful products!!!! I would definitely order this product again. Everything came in a timely manner, free from any damage!"
487719,487720,B00816PNK2,ABDQA93G2GTXC,Sheila Fox,0,0,5,1970-01-01 00:00:01.351209600,This is so good!,"I purchased this after my sister sent a small bag to me in a gift box.  I loved it so much I wanted to find it to buy for myself and keep it around.  I always look on Amazon because you can find everything here and true enough, I found this wonderful candy.  It is nice to keep in your purse for when you are out and about and get a dry throat or a tickle in the back of your throat.  It is also nice to have in a candy dish at home for guests to try."
519110,519111,B000LKYRXK,A2WVF9ZQ068DN0,Living it up,0,0,5,1970-01-01 00:00:01.351209600,TERRIFIC multigrain for baking,"Although I first purchased this cereal to use as a hot cereal, I do not care for the mushy texture of the cereal.  The taste, however, is TERRIFIC.  The cannister included a recipe for muffins made with the mix.  I tried them and they were TERRRIFIC.  I then went on to make a batch of oatmeal raisin cookies using the multigrain cereal instead of oats. They were TERRIFIC.  Moving right along through my recipe box I added some of the multigrain cereal to a pumpkin bread recipe.  Can you guess?  It was TERRIFIC.  Lasly, I may not enjoy eating this cereal solo, but I find using half steel cut oats and half multigrain cereal makes a TERRIFIC porridge.<br />In looking at others reviews I see that most people love this as a cereal.  Texture is a personal preference and I think people who enjoy creamier cereals will enjoy this as well."
401353,401354,B000CQG8B2,A26DOVGY14V7NX,Richard Rollins,0,0,5,1970-01-01 00:00:01.351209600,breakfast tea,We switch to this decaf tea at night for a great cup of tea and no sleep problems. Thanks for a good cup of tea.
165818,165819,B000CPZSC8,ABEPJJLWMXXTD,peachesandcake,0,0,5,1970-01-01 00:00:01.351209600,"Plump, juicy vanilla beans","These are plump, juicy vanilla beans! Perfect for ice cream making and making vanilla extract. Very satisfied and will not buy expensive vanilla beans at the grocery store ever again."
85815,85816,B005XGH78E,A2YGWCOC3LM3KH,Luke R. McAllister,0,0,5,1970-01-01 00:00:01.351209600,Great flavor - spicy but not too hot,"I got some of this from a low sodium foods website. I can't believe how much flavor this has for only 170mg per oz.  I am on a strict low sodium diet and I don't like foods where they have simply left out salt (bland) or they cheat and add potassium chloride, something just as bad as salt to my diet. So I am constantly on the hunt for low sodium foods that are naturally that way. This is a perfect cure for my salty food cravings. I haven't tried the other flavors yet but I plan to."
411373,411374,B000LKVL16,A2YRK0YLBN5CC2,Christian deLarios,0,0,3,1970-01-01 00:00:01.351209600,"Good flavor, but a wet mess","I got the teriyaki flavor and, while the flavor is good and the texture is also good once you get it into your mouth, it can be a mess getting it there.  As other reviewers have noted, this is not like your typical dry jerky.  It seems more like something that would be created by the company that makes SlimJims or something - it's moist and chewy.  The individual packets don't tear easily, either, despite being notched at the end.  You know how sometimes plastic can tear very cleanly, but sometimes it turns into a ragged edge and becomes a struggle?  That's what happens with these 8 times out of 10.  So if you're out and about (not near a sink) and you try to open it and the tear doesn't work perfectly, you potentially have liquid dripping out onto you, certainly on your fingers as you're trying to get the jerky out of the package and into your mouth.  And the liquid dries sticky.<br /><br />Anyway, as I said, the flavor is good and I've now eaten most of mine, but I have taken to opening the package with scissors and eating them only at home so I can wash my hands afterward."
419440,419441,B0029ZAOW8,AYTSBGA5A3UWI,Imran Ali,0,0,5,1970-01-01 00:00:01.351209600,A God Sent Remedy!!!,I love this stuff! It's a God sent Remedy for hangovers!.... I understand the health concerns many people have and I can also see that this can be habit forming. I make sure I only take one every so often and not everyday.
9563,9564,B001EQ5IPQ,AA2104NO2VE8H,Lakshminarayan Iyer,0,0,1,1970-01-01 00:00:01.351209600,Extremely dissapointed,"Hi,<br />I am very disappointed with the past shipment I received of the ONE coconut water. 3 of the boxes were leaking and the coconut water was spoiled.<br /><br />Thanks.<br /><br />Laks"
129255,129256,B004MMNNDS,A248RO4GSIWDII,Robert Kawalec,0,0,5,1970-01-01 00:00:01.351209600,Love it!,"Heard great things about drinking this tea. I was very happy with the purchase from this vendor, and I need to reorder ASAP."
45990,45991,B007VQQT1K,A34P4V70RNC2YV,S. Guss,0,0,5,1970-01-01 00:00:01.351209600,Great Irish Tea,We recently returned from a wonderful three week excursion to Ireland.<br />We tasted many Irish teas and our favorite was Barry's Gold Blend.<br />I was pleased to find it readily available on Amazon and at a reasonable price<br />as we have already used up the supply we brought home.
148074,148075,B001R3BQNY,A1EAVF2W1QBTU1,"M. Mack ""mack85""",0,0,5,1970-01-01 00:00:01.351209600,WoW I was a Phsyco path at work,"Finally I was a physo path at work! I go in at 3:30am and normaly im tired, with this I put 1 packet into a bottle of water and right after i clocked in I downed the entire bottle straight. Within 5 min I was a physco path got me threw the day no crash no burn great deal saves me allot of money compared to 5 hour energy! I love it!!!!"
196651,196652,B008JKTTUA,AEY5NHLOAWM21,C Love,0,0,3,1970-01-01 00:00:01.351209600,The Kind Plus item was sticky,"I have no complaint about the product itself. I likely would have rated it very good had it not been subjected excessive heat somewhere along, before it arrived. Although I ate them, each one was sticking to the wrapper and<br />difficult to eat without sticky deposits on my face and hands."
83328,83329,B005ZBZLT4,A308RR8J9NJOOZ,Josh,0,0,5,1970-01-01 00:00:01.351209600,One of the best!,"I am recently new to the Keurig world.  I've tried a handful of flavors since I've gotten my machine, and have been just ok with most of the flavors tried.  Fog Chaser has restored my faith in my investment!  Try this!  Coffee shop taste and at a better price than Keurig K Cups!"
180882,180883,B007Y59HVM,A308RR8J9NJOOZ,Josh,0,0,5,1970-01-01 00:00:01.351209600,One of the best!,"I am recently new to the Keurig world.  I've tried a handful of flavors since I've gotten my machine, and have been just ok with most of the flavors tried.  Fog Chaser has restored my faith in my investment!  Try this!  Coffee shop taste and at a better price than Keurig K Cups!"
83329,83330,B005ZBZLT4,AAMUNRK134Y5P,Tony Schy,0,0,4,1970-01-01 00:00:01.351209600,"Product is good, but....","I like the product and the price point, but for me, the flavor was very strong and overpowering.  Perhaps I should have figured this out from the &#34;fog chaser&#34; name?"
560855,560856,B005FH23QM,A3CGPHRA30C3WH,Alastair N. Mcleod,0,0,5,1970-01-01 00:00:01.351209600,Belongs in your kitchen,"Grapeseed oil is a healthy, light oil of very mild but pleasing flavor. I use it when I don't want the strong flavor of olive oil or when I need an oil that will tolerate high temperature cooking. I don't use it every day, but I make sure there is always some in my kitchen when I need it. This seems to be a good brand."
193974,193975,B002UQ17Z4,A1F0634GVMIIHA,kestrel,0,0,5,1970-01-01 00:00:01.351209600,Delicious rooibos chai,"This stuff is great for my non-black tea drinking friend.<br />Very nice balance of a spicy blend. Perfect or the cooler weather, autumn, winter, early Spring.  Fireside name changed to Firelight but both images are perfect for imagining sitting by a fire sipping this, or just warming your hands around the cup.  The bagged version must be ground; this version has whole cloves and kind of prickly pieces of spicy leaves, but is fine to steep as is.  Really worth the cost."
531341,531342,B0002DGRSY,AUINI96NMGXUI,Kkrys23,0,0,5,1970-01-01 00:00:01.351209600,Love this faucet,Love this faucet.  My husband had installed the same one in our old house so when our current faucet was leaking I told him not to fix it and we would buy the same one.  It was easy enough for him to install but he did need my assistance a few times to help hold some things in place. Looks great and works great.
531340,531341,B0002DGRSY,A3SSEJ8IEM4YGW,Seagaul,0,0,5,1970-01-01 00:00:01.351209600,Dogs love it.,"This is the ""all gone"" treat after dinner.  It's the only treat that the dogs work for; and I did run the chance of losing a hand.  They know a new command now:  ""be gentle"" when taking liver treats."
368796,368797,B001D0DMMY,AEY5NHLOAWM21,C Love,0,0,3,1970-01-01 00:00:01.351209600,The Kind Plus item was sticky,"I have no complaint about the product itself. I likely would have rated it very good had it not been subjected excessive heat somewhere along, before it arrived. Although I ate them, each one was sticking to the wrapper and<br />difficult to eat without sticky deposits on my face and hands."
560868,560869,B001E50R4Y,A3L8ZK47FOA8JY,"James A. MacKeown ""Retired""",0,0,5,1970-01-01 00:00:01.351209600,Value Value Value,"Dogs love product and this method of purchase provided savings, convince, and freshness! Will buy again if product remains available in this quantity for this price!"
124388,124389,B005ZBZM52,A1BSGNCHEI1PJI,"Kelly Bowser ""Runs W Scissors""",0,0,5,1970-01-01 00:00:01.351209600,Very Nice Medium Roast,"This coffee has the best aroma!  Great medium taste.  I have replaced our Starbucks Pike's Peak Roast because my husband and I like the taste better.  I store it in a sealed container, don't mind that I can't store it in my drawer with the other k-cups.  The overall morning experience is pleasant!"
515862,515863,B005HUVI0E,A3HM6TNYB7FNDL,C. Furman,0,0,4,1970-01-01 00:00:01.351209600,Full- bodied without a bitter after-taste,This is my everyday coffee choice...a good all around crowd pleaser.  Green mountain Sumatra would be my back-up-for-a-change-of-pace second choice...nice to have both on hand!
307518,307519,B004TEVTJO,A1XG72H5E5YJR8,Grant,0,0,5,1970-01-01 00:00:01.351209600,Awesome,They arrived before the expected time and were of fantastic quality. Would recommend to any one looking for a awesome treat
386654,386655,B005Y10ZMS,A31XW1RTQ4ZG9W,C. Yates,0,0,5,1970-01-01 00:00:01.351209600,South Beach energy bars dark choc,"Want a party in your mouth and a healthy bar at the same time??  My South Beach dark chocolate bars came from Amazon just as my husband was working to increase his fiber for health sake.  This dark chocolate, chewy taste is fantabulous!!  It would be great as breakfast bar with coffee or tea in the morning or a delicious snack with extra fiber any time of day.  This individually packaged bar is convenient to carry and a delictable chew.  <a href=""http://www.amazon.com/gp/product/B005Y10ZMS"">South Beach Diet Bar Fiber Granola Bar, Dark Chocolate, 5-Count(Pack of 8)</a>"
180883,180884,B007Y59HVM,AAMUNRK134Y5P,Tony Schy,0,0,4,1970-01-01 00:00:01.351209600,"Product is good, but....","I like the product and the price point, but for me, the flavor was very strong and overpowering.  Perhaps I should have figured this out from the &#34;fog chaser&#34; name?"
419441,419442,B0029ZAOW8,A2E2F8WSUB33VE,Maria A. Alfonzo,0,0,5,1970-01-01 00:00:01.351209600,Excelent,"Good price, flavor, fast delivery And good presentation overall. Very eficient when playing  golf,  it really gives extra Energy and it helps to achieve  a better game"
401971,401972,B0006349W6,A21BT40VZCCYT4,Carol A. Reed,0,0,5,1970-01-01 00:00:01.351209600,Good Training Treat,My dog will come in from outside when I am training her and look at the cupboard waiting for her treat. When I use the clicker training method she comes because she knows she has something special.
97088,97089,B004O8KBK8,A1JPKFGGF128X1,MTNick,0,0,5,1970-01-01 00:00:01.351209600,Yummy and Healthy,Loved the cranberry-like flavor and slightly crunchy texture.  Worked well with wheat bread. A little on the expensive side but my kids like it too.
398210,398211,B0029J6KQS,A2GPVA0G0TPRFU,Homar,0,0,5,1970-01-01 00:00:01.351209600,Munch Bars,The candy bars were awesome they don't sell them locally so I had to buy the through Internet. If fact between my daughter and I finished them up. I'm ready to order more
358044,358045,B0032CJPOK,A2NJAE2OHSSFA7,flows42,0,0,5,1970-01-01 00:00:01.351209600,Best formula on the market,"I have tried pretty much every formula on the market, from similac to enfamil, and this is by far the best.  It settles well with my baby's tummy and she doesn't have any digestive problems.  It's worth the extra money."
308013,308014,B001BS4G6O,A2I606SLG4SWHF,Rural Grandmother,0,0,5,1970-01-01 00:00:01.351209600,Perfect for Giving Medications to Our Dogs,"Every month, we give our three dogs (two Aussies and a Golden/Flat-Coat Retriever mix) pills for flea/tick/worm repellant.  In addition, one of our Aussies needs daily thyroid pills.  We found Pill Pockets is the very best way to do this.  Opening the mouth wide and trying to put the pill waaay in the back of the mouth before clamping the jaws shut and massaging the throat until the poor dog swallows is a bad thing to do to a beloved pet.  It's bad because Pill Pockets make this chore a happy and delicious time for the dog involved.  The Pockets (in the pet store we use) come in chicken or beef flavors, so we alternate flavors every time we buy a new supply.  Everybody is happy, and the dogs get the required meds."
215422,215423,B0001UK0CM,A2V8WXAFG1TEOC,ronald (NY),0,0,5,1970-01-01 00:00:01.351209600,Excellent taste,"This is to me a great coffee, once you try it you will enjoy it, this coffee has a wonderful taste."
149086,149087,B0029NIBE8,A3RKYD8IUC5S0N,Foureyedsnail,0,0,2,1970-01-01 00:00:01.351209600,Messy and apparently undelicious,"My cat is not a huge fan. Sure, she'll lap up the gravy, but leaves the little meat-like bits as dry as a bone. It feels like saving money, but not if your cat is only gonna eat cornstarch gravy and turn her nose up at the meat by-products. It's probably fine for a grocery-store food, but a better quality food will make your cat happier and maybe healthier. Also I can't imagine gravy has got the nutritional content my cat needs.<br /><br />Pouches seem like a great idea compared to messy, annoying cans, until you can't figure out a way to get the stuff out of the package without getting gravy all over your hands.<br /><br />I switched to Merrick cat foods and my cat is happier--she doesn't leave lots of uneaten bits."
215479,215480,B0014X5O1C,AHYRTWABDAG1H,"E. Thomsen ""arvig""",0,0,5,1970-01-01 00:00:01.351209600,Wonderful alternative to soda pop,"This is a wonderful alternative to soda pop.  It's carbonated for those like me that just enjoy fizzy drinks way too much for their own good, yet it also contains 70 percent total juice.  I'm not going to say it should be a substitute to drinking normal fruit juice, but if again you're like me, and both are almost addicted to fizzy drinks and can't stand the taste of any artificial sweetner to even try to gag down a ""diet"" soda, then this is very much the way to go.  I also do suggest this flavor, most or all of the Izze line uses some of the flavor of juice listed on the can, but also some grape and/or apple juice as a ""filler"".  They do the same here, but it tastes first like clementine or at least orange juice, and then a hint of the others come through.  I've found with most other flavors of Izze it will taste more like the ""filler"" first, and then the flavor listed on the can or bottle.<br /><br />Price may seem high, but compared to what a 4 pack costs here it's actually not horrid considering.  And if one has an amazon prime account, then shipping costs aren't a major issue."
240774,240775,B000NBQUNW,A10F34HEJG1QW1,WALLACE CHOY,0,0,4,1970-01-01 00:00:01.351209600,BENECOL SMART CHEWS,"My cholesterol readings have improved with the help of the chews, I believe.  However, I may like the chews better if they were less sweet."
379062,379063,B0000V1B3E,A3PKAVKWFFT0GC,FinGurBang,0,0,1,1970-01-01 00:00:01.351209600,Want To Pay $31.51 Lb For Loose Tea That's Mediocre At Best?  Then Look No Further,"Holy cow, when I placed my order for 24 individual packets I assumed each packet would yield 1 gallon.  Wrong.  3 Quarts.  Apparently China Mist has taken a different course and screwed the customer out of that extra quart even though all the other brands that offer family size or filter pack tea bags the yield is always 1 gallon.<br />And now for the math...1 box 24 ct China Mist shipped = $35.45.  18 gallon yield = $1.96 per gallon.  Price per pound loose tea = $31.51.  NEVER AGAIN.  First and last purchase I make with China Mist of Arizona.  Especially when their product is mediocre at best anyway.  Give WALTERS BAY & COMPANY a try people.  They make 4 flavors of iced tea and their price which includes shipping and is prime eligible is $30.75 and that buys you 96 1.o oz filter packs...NINETY SIX GALLONS OF TEA.<br /><br />Enough said.  China Mist good riddance."
194172,194173,B005UGSR72,A1PFJU470P7MWW,Michael M,0,0,4,1970-01-01 00:00:01.351209600,"Very good, not great","Tastes good, but not sure you can really taste the Kona. Makes for nice cup of coffee, but I wouldn't pay a premium."
194171,194172,B005UGSR72,A382RNG86OC7N0,Jennifer,0,0,5,1970-01-01 00:00:01.351209600,Tully's Coffee,Tully's coffee is the smoothest coffee on the market. The Kona blend is our favorite. The price is well worth the enjoyment we have with every delicious cup!
538588,538589,B0048KH218,A2JAEJJA6TJHLY,Chris,0,0,4,1970-01-01 00:00:01.351209600,Busted,"The bag came broken. Product was leaking out of the box, due to poor packing standards.<br />Hope next items arrive unscathed. Quinoa tasted good."
15604,15605,B000255OIG,AUINI96NMGXUI,Kkrys23,0,0,5,1970-01-01 00:00:01.351209600,Love this faucet,Love this faucet.  My husband had installed the same one in our old house so when our current faucet was leaking I told him not to fix it and we would buy the same one.  It was easy enough for him to install but he did need my assistance a few times to help hold some things in place. Looks great and works great.
180007,180008,B008GRONV6,A2I606SLG4SWHF,Rural Grandmother,0,0,5,1970-01-01 00:00:01.351209600,Perfect for Giving Medications to Our Dogs,"Every month, we give our three dogs (two Aussies and a Golden/Flat-Coat Retriever mix) pills for flea/tick/worm repellant.  In addition, one of our Aussies needs daily thyroid pills.  We found Pill Pockets is the very best way to do this.  Opening the mouth wide and trying to put the pill waaay in the back of the mouth before clamping the jaws shut and massaging the throat until the poor dog swallows is a bad thing to do to a beloved pet.  It's bad because Pill Pockets make this chore a happy and delicious time for the dog involved.  The Pockets (in the pet store we use) come in chicken or beef flavors, so we alternate flavors every time we buy a new supply.  Everybody is happy, and the dogs get the required meds."
146762,146763,B004IN6GVM,A5PFLD64SYXYK,Bruce F,0,0,5,1970-01-01 00:00:01.351209600,The BEST dog candy,This brand of dog treats is by FAR the most loved product of its kind my two miniature schnauzers have ever had for snacks. I have been feeding it to them for many years.  We  have tried other things but my babies always prefer the Purina TBonz!
265285,265286,B000C08B0E,AUEA2NJHMK9DF,"Penny E. Cooke ""PMSDEA""",0,0,4,1970-01-01 00:00:01.351209600,Like this tea,This tea has a nice flavor although I wish it was a little stronger.  I have brewed way it states and even tried letting it sit longer  to get a stronger cup but it didn't work.  Am pleased with purchase and flavor overall.
528307,528308,B004UGNT6M,A3KVJQZM7GNBEK,Tara,0,0,4,1970-01-01 00:00:01.351209600,a little too powerful!,"maybe it's because i'm a vegetarian who eats really healthy (as in not a junk food vegetarian--basically, i get a TON of fiber in my day to day food already) but my gastrointestinal tract just can't handle these fiber one brownies! they're so delicious and low calorie that i want to eat them all day long, but if i eat one, i'm strapped to the toilet all night long."
267763,267764,B000FMZO8G,A1EBWGUV88OZ2G,Kimberly A. Dickens,0,0,5,1970-01-01 00:00:01.351209600,Great snack!,Love the snack and very affordable!I bought them to get a better price than at the store and saved $1 per bag!
15603,15604,B000255OIG,A3SSEJ8IEM4YGW,Seagaul,0,0,5,1970-01-01 00:00:01.351209600,Dogs love it.,"This is the ""all gone"" treat after dinner.  It's the only treat that the dogs work for; and I did run the chance of losing a hand.  They know a new command now:  ""be gentle"" when taking liver treats."
172754,172755,B003Z2N8GI,A3G67CDWPI9HLA,DJ Buddha,0,0,4,1970-01-01 00:00:01.351209600,Good value but still borderline junk-food,"I was very pleased to find these snacks at this price. The vending machines I'm around sometimes have these in them, but they're half the weight for basically the same price. I'll just keep a pack of these with me and get twice the value!<br /><br />I gave them 4 stars because they're not 100% fruit. Yes, they have real fruit juice in them, but they also have corn syrup (not high fructose thankfully), corn starch, and added sugar. These are good snacks, but they're still straddling the junk-food fence."
461153,461154,B0002NVKZ4,A94YB71KEDA3X,Joy,0,0,5,1970-01-01 00:00:01.351209600,Our pantry staple!,"I first tried these last year and absolutely fell in love. The only fresh mushrooms we can get here are the very basics so to add these is heavenly.<br /><br />Soups, stews, egg dishes, gravies, meatloaf, these mushrooms make just about everything taste better!<br /><br />And it's so easy. I rinse them quickly before letting them soak as I'm a bit lazy and didn't want to filter the liquid as they recommend on their website. I've never had any problem. I use the liquid as well, and if I don't use it in that recipe, I save it for another! It's that good!<br /><br />I cheat and use my Keurig to soak them in a 4 cup vessel with 2 of the large size cups. Perfect every time. I usually grab two very large handfuls of the porcinis to reconstitute.<br /><br />Beware:<br />I accidentally ordered from the wrong vendor a few days ago and got a huge bag of... literally - garbage. It smelled so odd, was discolored (dyed?) and just gross. I can only think it was the victim of some warehouse flood or something. Amazon refunded my money and I ordered from here again and just got the most fragrant, delicious mushrooms. I'll never make that mistake again!<br /><br />Please enjoy these - they are wonderful and I'm so glad I can get them from Amazon!"
42396,42397,B0014DXT5A,AZUCLRMHEBUG0,"T. HANLEY ""reader""",0,0,5,1970-01-01 00:00:01.351209600,ZipFizz liquid energy shot,Have used this for years.  Gives long lasting energy boost with no sudden let down. Good taste.  4 oz ea. so can put them in  my carry-on when traveling.
330054,330055,B0057QFOK8,AFRQ2IIV4MBLK,"Itserk Noddyl ""Dedicated Reader""",0,0,5,1970-01-01 00:00:01.351209600,Yum!!,"I go through a lot of this garlic olive oil - using it for many savory dishes.  My husband and I love garlic, enjoy cooking, and this adds so much to any dish, plus the price is very reasonable!"
306007,306008,B0058CGLH6,A3QRR5YN6ALFPG,james a riche,0,0,1,1970-01-01 00:00:01.351209600,If you like Campbells Pepper pot soup then don't buy this!,"Not at all like pepper pot soup, it is just a crab soup that has very little flavor and in no way should be called pepper pot."
524912,524913,B000LKTXQG,A2J3PR6J36UTVH,Joyce,0,0,5,1970-01-01 00:00:01.351209600,Michael Seasons Unsalted Potato Chips,"These are the best chips ever!  They are unsalted and being on a low sodium diet critical in allowing my husband and I to eat chips.  They are all natural and low fat which is a great extra bonus.  Additionally they have the BEST flavor...you really taste the potato flavor and not the salt!  I would choose these chips over ANY chip on the market today, salted or not!! These chips as well as ANY unsalted chips are very hard to find in the stores so THANK YOU Amazon for selling them."
320108,320109,B003Z6W32E,A2GW6JUVTALDPV,DL,0,0,1,1970-01-01 00:00:01.351209600,I did not receive my order,"I placed my order through Amazon and after about 10 days inquired about my order because it had not shipped.  I received an email back from Starbucks that my order had been canceled. No explanation at all, just that it had been canceled. I checked back on Amazon and see that this item is still available but they had raised the price.<br /><br />So instead of honoring the price they just blew me off like the sale never happened.  Shame on Amazon for allowing a seller to do this.<br /><br />Bottom line, Amazon has gone down a few points in my eyes.  Greedy Starbucks can keep their coffee."
218923,218924,B0013E7C0S,A1RPZXDAATA442,Christine,0,0,4,1970-01-01 00:00:01.351209600,"Delicious, but lid is cheap","I bought this syrup after reading the glowing reviews here. It is indeed very tasty, but I have to knock off a star for the flimsy lid. I flipped it open to try the syrup for the first time and half the hinge broke. I would happily have paid 50 cents more for a durable lid since the container is a good size and now I have to use it very gingerly for the next few months."
488693,488694,B005K4Q1YA,A3TXT588J6OR0Y,Hmeryhew,0,0,5,1970-01-01 00:00:01.351209600,Love this stuff!!,I Have been ordering this k cup cappucino drink for awhile now and have never had a problem! Love it tastes good!
246790,246791,B001EO5YO8,A171CP9ZEUR8B9,D. Kuenzi,0,0,4,1970-01-01 00:00:01.351209600,The taste we were looking for,"We originally used this product in one particular stir-fry recipe. Just for the fun of it we tried it in several different marinates and grill basting sauces and loved the results. Experiment with it, you might be suprised."
269822,269823,B004P8FUXA,A18PSXOI64YFZC,Daniel Webster,0,0,3,1970-01-01 00:00:01.351209600,its delicious...,I was surprised at how delicious these toasted chips are. They ship well with little damage. I have ordered them several times. Also they are very fresh. Not one bit was left in the bag when I got through.
394732,394733,B001B4VOQI,A3SSEJ8IEM4YGW,Seagaul,0,0,5,1970-01-01 00:00:01.351209600,Dogs love it.,"This is the ""all gone"" treat after dinner.  It's the only treat that the dogs work for; and I did run the chance of losing a hand.  They know a new command now:  ""be gentle"" when taking liver treats."
394733,394734,B001B4VOQI,AUINI96NMGXUI,Kkrys23,0,0,5,1970-01-01 00:00:01.351209600,Love this faucet,Love this faucet.  My husband had installed the same one in our old house so when our current faucet was leaking I told him not to fix it and we would buy the same one.  It was easy enough for him to install but he did need my assistance a few times to help hold some things in place. Looks great and works great.
528801,528802,B008FXKOKK,A3RKYD8IUC5S0N,Foureyedsnail,0,0,5,1970-01-01 00:00:01.351209600,Tasty and works!,"First off, my cat HATES regular Greenies (the big crunchy ones) and won't even try to lick them. Any flavor. But my big fluffy Himalayan was hacking up stinky furballs in unreachable places, so when I saw these at the pet store I bought them on a whim.<br /><br />She loves them! I don't think she even chews the things, she inhales them so fast. Tuna treats are ok but chicken were more popular around here. She likes these better than the Temptations treats she had before, and I am convinced that these are somewhat healthier.<br /><br />The pouch recommends 12 treats a day, all at once, or even more for my big-boned cat. I usually do more like 5-6, because that many treats seems excessive (she would love it though). Either way, she hasn't had any hairballs since. I am not positive about the causal relationship, but I suspect these did the trick. They're great!"
95240,95241,B00401OZ1U,A1KIL93AY6MFGS,John K. Kirk,0,0,5,1970-01-01 00:00:01.351209600,Metromint or Bust!,Chilled Oragemint is a classic refreshment for a dry and scratchy pallet. Premium price is met with exceptional taste and exceeded satisfaction<br />Go for it!
336542,336543,B000BRR8VQ,A1HHNY1GVD3UIS,boomstick,0,0,5,1970-01-01 00:00:01.351209600,my dogs love the peanut butter!,"First off, read the ingredients, no crazy words I can't pronounce, which means it's all natural! I got the peanut butter treats for my two children: husky/shepherd and a lab/shepherd mix, and they can't get enough of them. Plus, on Amazon, this is such a great value for 16oz. Beats petsmart for sure! I'll be looking for more Zuke's products now that I've discovered them. Thanks Zuke's!"
407344,407345,B006PWRY9C,A3ETT8JLXQBJZR,merlot,0,0,5,1970-01-01 00:00:01.351209600,This is a Wonderful Wine,"I really enjoy this wine!  I was a little skeptical about it at first because it is so inexpensive, but I tried it at a wine tasting and I got hooked!  It has a wonderful favor and it actually has a taste of red velvet.  This is a great wine for any occasion, but especially for the holidays.  And even though it has the taste of red velvet, its not a sweet wine like a port.  I've also seen this wine available at BevMo, Costco, Bed Bath & Beyond and World Market.  Cheers!"
472972,472973,B005BSPXBM,A7CV2TJJSC4E3,"Pat ""Pat""",0,0,5,1970-01-01 00:00:01.351209600,great coffee,A bit pricey once you add the S & H but this is one of the best flavored coffees I have tasted.  Got my daughter hooked on it too!
480214,480215,B001E55YVK,A3RKGIDH068DMU,"Stuart D. Johnston ""Finally Retired""",0,0,5,1970-01-01 00:00:01.351209600,Flavor yogurt,"My wife has had Lap Band surgery and has to eat small, low calorie meals regularly. I find that cut up veggies (broccoli, carrots, etc) with a dipping sauce made of Greek Yogurt and Hidden Valley Ranch salad dressing mix goes over really well."
428366,428367,B007TBO6PI,A2W8NAL3R6U8TF,CJR,0,0,5,1970-01-01 00:00:01.351209600,Delicious!,"Love these packs. I have made pretzel dogs, bites and sticks. I  have even used the pretzel mix to make calzones and pizza. Both came out great."
